Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Shireen Akhter,72,female,Youtube,Inconsistent Navigation,3,4,4,4,3,4,5,4,4,4,4,4,4,5,4,5,5
Monjurul Islam,48,male,Instagram,Confusing,3,3,3,3,4,4,4,4,3,5,5,5,5,4,5,4,5
Fahmida Khanam,61,female,Facebook,Intuitive,5,3,3,4,5,5,4,3,4,4,4,4,4,4,3,4,4
Safiqul Islam,33,male,Facebook,Engaging,4,4,4,5,4,4,4,3,3,4,5,4,3,4,5,5,3
Rani Begum,39,female,Instagram,Efficient,4,4,4,4,4,4,4,5,4,3,4,5,4,3,4,4,4
Mahirul Haque,64,male,Youtube,Clear and concise,4,3,4,4,5,4,3,5,4,5,5,5,5,4,4,4,3
Hasna Akhtar,58,female,Facebook,Confusing,3,4,3,4,3,5,3,4,4,4,4,5,3,4,4,5,5
Arif Hossain,71,male,Instagram,User-Friendly,5,4,4,4,5,4,4,4,5,4,4,5,4,4,3,4,3
Shaheda Akhter,69,female,Instagram,Efficient,5,4,4,4,3,4,5,5,4,5,4,3,5,4,4,4,5
Sajib Ahmed,36,male,Website,Engaging,4,5,4,5,4,4,5,5,5,4,4,3,5,4,4,3,3
Marjina Sultana,24,female,Twitter,Engaging,5,3,4,5,3,4,4,5,5,4,4,5,3,3,4,4,3
Jahangir Alam,52,male,Instagram,Adequate,4,5,3,4,4,4,4,4,3,4,4,5,4,4,5,4,5
Arifa Khanam,36,female,Twitter,Efficient,5,3,4,5,4,4,4,5,3,5,4,3,4,4,5,4,4
Rokon Mia,73,male,Youtube,Adequate,3,5,4,5,4,4,4,5,4,4,5,4,4,5,3,5,4
Rizia Sultana,49,female,Website,Clear and concise,4,5,3,5,4,4,4,4,5,4,5,3,4,5,4,4,4
Mohiuddin Khan,41,male,Instagram,Limited Menu Options,3,4,5,4,4,4,4,3,5,5,4,4,3,5,3,4,4
Rumi Akhter,42,female,Facebook,User-Friendly,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,3
Sarwar Alam,71,male,Website,Clear and concise,5,3,4,4,4,4,4,4,4,4,4,3,3,5,5,3,5
Sultana Khanam,28,female,Website,Confusing,5,5,3,4,4,5,4,4,4,4,5,5,5,4,4,4,4
Saifuddin Mia,64,male,Facebook,Efficient,5,3,4,5,4,4,3,3,5,4,3,3,3,4,4,3,3
Khaleda Akhter,43,female,Facebook,Confusing,3,5,4,4,5,4,5,5,3,5,5,3,4,3,5,5,5
Rakibul Hasan,26,male,Facebook,Inconsistent Navigation,3,4,4,4,4,4,4,4,4,5,4,4,4,4,3,5,3
Nasrin Akhtar,62,female,Facebook,Engaging,5,4,3,4,5,5,5,5,5,4,5,4,4,4,3,3,3
Fazlur Mia,32,male,Website,Confusing,5,4,4,5,5,5,4,4,4,4,5,4,3,4,5,3,3
Jesmin Sultana,69,female,Website,User-Friendly,5,5,3,4,4,4,5,4,4,4,5,3,4,3,4,5,4
Mahbubul Alam,76,male,Facebook,Intuitive,4,4,4,4,5,4,5,4,3,4,4,3,3,4,4,4,3
Hasina Sultana,34,female,Youtube,Clear and concise,5,4,4,4,4,4,5,3,4,4,4,3,4,4,5,4,3
Ahsanul Haque,69,male,Twitter,User-Friendly,5,3,4,5,4,4,4,4,4,3,3,5,3,4,4,5,4
Khadija Akhtar,49,female,Facebook,Confusing,4,5,5,5,4,4,4,3,5,3,5,5,4,5,4,4,4
Jasim Uddin,31,male,Instagram,Limited Menu Options,5,3,4,5,4,3,4,4,3,4,5,5,3,4,4,5,4
Morzina Khanam,51,female,Youtube,Adequate,4,4,4,3,4,4,4,3,3,5,3,4,5,4,3,4,4
Shammi Akhter,56,female,Website,Efficient,5,5,4,5,4,4,5,3,4,4,4,4,5,4,5,3,5
Ismail Hossain,48,male,Twitter,Confusing,4,3,4,3,3,4,5,4,3,4,4,4,4,5,4,4,5
Shamim Mia,45,male,Facebook,Clear and concise,3,5,3,3,4,4,3,3,4,5,5,3,4,4,5,3,4
Afroza Sultana,33,female,Facebook,Clear and concise,4,5,4,5,5,4,4,4,3,4,4,5,5,4,3,4,4
Anisur Rahman,56,male,Facebook,User-Friendly,4,4,4,4,4,4,4,4,4,4,5,3,4,5,4,3,5
Abul Khalek,52,male,Website,Confusing,4,3,3,4,5,4,4,5,4,4,5,5,4,4,5,4,4
Shilpi Akhtar,70,female,Website,Limited Menu Options,5,3,3,5,4,4,5,4,5,4,5,4,5,3,5,3,5
Abdul Karim,72,male,Facebook,Limited Menu Options,4,5,3,4,4,4,4,3,3,5,4,3,3,4,5,4,4
Laily Begum,25,female,Youtube,Inconsistent Navigation,5,4,4,4,4,4,5,4,4,4,5,5,4,4,5,4,5
Shumi Akhter,21,male,Youtube,Inconsistent Navigation,4,4,4,3,4,5,4,4,4,4,5,3,4,3,4,5,4
Nurul Haque,39,female,Facebook,Intuitive,4,3,4,4,5,4,4,5,4,5,4,3,3,4,4,4,3
Shahida Sultana,67,female,Youtube,Intuitive,5,4,4,5,5,4,5,5,4,4,4,5,3,5,4,4,4
Shammi Akhtar,59,female,Website,Limited Menu Options,3,3,4,5,5,5,4,5,5,5,5,4,4,5,4,4,4
Shanto Mia,62,male,Youtube,Engaging,4,5,4,5,5,4,3,5,4,5,4,3,3,4,4,5,3
Hasina Khanam,19,female,Twitter,Confusing,4,3,3,5,4,5,5,3,3,5,4,3,4,4,3,4,4
Shabnam Akhtar,29,male,Website,Intuitive,4,4,4,5,4,5,4,4,4,3,3,4,3,4,4,3,4
Mamunur Rahman,62,female,Website,Clear and concise,5,5,4,4,3,5,4,5,5,5,4,4,4,4,4,5,3
Mousumi Begum,45,female,Youtube,Engaging,3,4,4,4,5,5,4,5,4,4,3,4,4,4,5,5,4
Ratan Mia,71,male,Twitter,Engaging,5,3,4,4,5,4,4,5,5,4,4,3,4,5,5,4,4
Khairun Nahar,21,female,Instagram,Efficient,4,3,4,3,3,5,4,4,3,5,5,4,4,5,5,3,5
Ahsan Ali,39,male,Facebook,Intuitive,3,4,4,5,5,3,5,4,4,4,5,4,5,5,4,3,5
Ruma Akhtar,48,female,Youtube,Efficient,4,4,4,4,5,4,5,4,4,3,4,5,3,4,4,4,5
Sabrina Akhter,20,female,Facebook,Engaging,3,4,4,5,3,4,4,3,4,4,4,4,3,3,4,4,5
Kamal Mia,58,male,Facebook,User-Friendly,3,4,3,5,4,4,4,4,4,4,4,3,5,5,4,4,4
Shoma Akhtar,19,female,Instagram,User-Friendly,3,5,4,4,5,5,5,4,4,4,4,4,3,5,4,4,4
Shuvo Hasan,64,male,Twitter,Limited Menu Options,3,4,4,5,4,4,3,5,5,4,3,4,5,4,5,5,3
Nasrin Sultana,67,female,Twitter,User-Friendly,5,3,3,5,4,4,5,4,3,4,4,4,4,4,3,3,5
Sajeda Khanam,52,female,Youtube,Engaging,4,4,3,4,4,4,4,3,4,4,5,3,4,4,5,4,5
Mizanur Rahman,73,male,Youtube,Engaging,3,4,4,3,5,5,5,3,3,5,4,4,4,5,5,4,5
Shathi Akhtar,39,female,Website,Adequate,5,3,4,3,5,4,3,4,3,5,4,3,5,4,4,5,4
Abdul Kashem,32,male,Instagram,Inconsistent Navigation,4,4,4,4,5,5,4,3,4,4,4,5,5,4,5,5,3
Rizia Khanam,43,female,Facebook,Intuitive,3,4,4,3,4,5,4,4,3,5,4,4,4,5,4,4,3
Sharif Ali,28,male,Facebook,Intuitive,4,3,4,3,3,3,4,5,4,5,5,4,4,4,4,4,5
Fahima Khanam,26,female,Youtube,Adequate,3,4,4,5,5,4,5,4,5,5,5,4,3,4,4,4,5
Anwar Mia,70,male,Twitter,Well-structured,5,5,4,4,4,5,4,4,4,5,5,3,3,4,4,4,3
Kaniz Akhtar,62,female,Instagram,Inconsistent Navigation,5,3,4,5,4,4,4,5,4,4,4,3,5,4,5,4,4
Shila Khanam,49,female,Website,Efficient,5,4,3,4,5,4,5,5,4,4,5,4,4,5,5,4,3
Sumon Mia,46,male,Twitter,Inconsistent Navigation,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,4,4
Mahmuda Sultana,59,female,Website,Limited Menu Options,5,3,4,3,4,3,4,5,5,3,5,4,4,3,5,4,3
Abdul Kuddus,59,male,Twitter,Clear and concise,4,4,4,4,5,3,4,4,5,3,4,3,3,3,5,4,5
Rozina Akhtar,49,female,Instagram,Engaging,3,3,4,4,4,4,5,4,5,3,4,5,5,5,4,4,4
Shamim Uddin,50,male,Instagram,Engaging,4,3,3,4,5,4,4,3,3,4,4,5,3,5,4,4,3
Aklima Begum,48,female,Youtube,Engaging,4,5,5,5,4,5,3,5,4,4,5,4,5,5,3,3,4
Rokibul Hasan,71,male,Website,Efficient,5,5,3,4,4,5,4,3,4,3,3,5,4,5,4,3,4
Bilkis Akhtar,37,female,Facebook,User-Friendly,4,4,4,5,4,3,4,4,5,4,3,5,4,4,4,5,5
Shahed Mia,72,male,Instagram,Intuitive,5,4,3,3,5,5,4,4,3,3,3,4,5,5,4,4,5
Sharif Uddin,40,male,Twitter,Clear and concise,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4
Samina Akhter,74,female,Youtube,Clear and concise,4,3,4,4,5,4,4,4,4,5,4,4,3,4,4,4,4
Masudul Haque,51,male,Facebook,Clear and concise,3,4,4,5,5,5,3,5,5,4,5,5,4,4,4,4,4
Nargis Sultana,31,female,Youtube,Limited Menu Options,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,3,4
Mojibur Rahman,52,male,Youtube,Intuitive,5,5,4,3,4,4,4,4,4,3,4,3,4,4,3,5,4
Nasima Sultana,58,female,Facebook,Intuitive,5,4,3,5,4,4,5,5,4,4,4,4,3,5,5,4,4
Nur Alam,40,male,Instagram,Intuitive,4,4,4,4,5,4,4,5,5,4,3,5,4,5,3,3,5
Kohinoor Begum,43,female,Youtube,Intuitive,5,4,3,4,4,5,3,4,4,4,5,4,5,5,5,5,5
Sayed Akhtar,61,male,Twitter,Inconsistent Navigation,4,3,3,4,4,5,4,4,4,4,4,5,5,3,5,4,4
Rina Begum,38,female,Website,Inconsistent Navigation,4,4,3,4,4,3,4,4,3,3,3,4,4,5,5,3,5
Abdul Mannan,76,male,Twitter,Confusing,4,3,4,3,5,5,5,4,4,5,4,5,3,4,4,4,4
Sahina Akhtar,66,female,Facebook,Limited Menu Options,4,4,3,4,4,4,3,5,3,4,5,4,4,4,4,4,5
Shahidul Mia,26,male,Website,Engaging,4,5,3,4,5,4,5,4,5,4,4,3,4,3,4,3,5
Shahin Akhter,48,female,Instagram,Engaging,4,4,4,4,4,4,4,3,3,4,5,5,4,3,3,3,5
Azadul Islam,47,male,Instagram,Confusing,5,4,4,5,4,4,5,3,5,5,4,3,4,4,4,4,4
Salma Sultana,41,female,Website,Intuitive,3,5,4,5,4,4,4,5,4,5,3,3,4,5,4,4,5
Habibur Mia,45,male,Instagram,Clear and concise,5,5,3,4,4,4,5,4,4,5,3,4,4,5,4,5,4
Monira Akhtar,24,female,Facebook,User-Friendly,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,4,3
Jharna Begum,63,female,Youtube,User-Friendly,3,5,3,4,5,4,5,4,4,4,5,5,4,5,5,3,4
Abdul Rouf,28,male,Website,Intuitive,5,4,4,4,3,4,4,4,4,5,5,5,4,3,4,4,5
Anjuman Akhtar,55,female,Twitter,Limited Menu Options,5,5,4,3,4,4,4,4,4,5,5,5,5,4,4,4,3
Shahida Khanam,60,female,Youtube,Limited Menu Options,4,5,3,4,4,4,4,4,5,4,5,5,5,3,4,3,4
Nazrul Mia,34,male,Facebook,Limited Menu Options,4,4,4,4,3,3,4,4,3,4,5,4,5,4,5,4,4
Nasrin Begum,55,female,Website,Clear and concise,4,4,3,3,4,4,4,5,5,3,5,5,5,3,4,4,4
Safiul Islam,69,male,Youtube,User-Friendly,4,5,4,4,4,5,4,4,4,4,5,5,4,3,5,4,5
Sheuli Akhtar,53,female,Youtube,Adequate,5,4,3,3,5,5,4,3,4,4,3,4,4,3,5,4,3
Mahfuzur Rahman,23,male,Instagram,Clear and concise,4,5,4,5,4,4,5,4,3,5,4,3,5,4,4,5,5
Shahina Sultana,19,female,Website,Inconsistent Navigation,5,5,4,4,4,5,4,5,5,4,5,4,5,3,3,5,3
Moklesur Mia,42,male,Website,Efficient,3,4,4,3,5,4,4,5,4,4,4,5,5,4,4,4,3
Shirina Akhtar,47,female,Twitter,Well-structured,5,3,4,5,4,5,5,5,3,3,4,4,5,4,4,4,3
Kamrul Hasan,23,male,Instagram,Limited Menu Options,4,4,4,5,4,4,4,3,5,3,5,4,4,4,4,4,4
Khadija Begum,34,female,Website,Well-structured,5,5,5,3,4,4,5,4,5,4,3,5,4,5,5,5,4
Noyon Mia,50,male,Twitter,Well-structured,4,4,4,5,4,4,4,5,4,4,4,5,3,4,4,4,5
Rozina Akhter,34,female,Instagram,Well-structured,4,3,4,4,4,4,5,5,4,4,5,4,5,4,3,5,4
Abul Bashar,33,male,Youtube,Confusing,3,4,4,4,4,4,4,4,4,3,5,4,5,5,3,4,3
Shabina Akhtar,49,female,Instagram,Engaging,4,3,4,5,4,4,3,4,5,4,4,4,4,4,4,5,3
Mahmudul Haque,30,male,Website,Well-structured,5,4,4,3,3,4,4,4,5,4,4,5,3,4,4,4,4
Nusrat Sultana,20,female,Facebook,Clear and concise,4,5,4,3,4,5,4,5,3,3,4,4,5,3,4,4,4
Abdullah Al-Sabir,33,male,Instagram,Efficient,4,5,4,5,4,5,3,4,4,3,4,4,5,4,4,5,3
Rizia Akhter,46,female,Instagram,Intuitive,4,5,4,3,4,4,4,3,5,5,4,5,4,4,3,4,3
Anisur Rahman,47,female,Facebook,User-Friendly,5,3,4,3,4,4,4,5,4,4,3,3,4,4,5,4,5
Nazrul Islam,30,male,Instagram,Efficient,3,3,4,3,3,4,5,4,4,4,5,5,5,5,5,5,4
Fahmida Akhtar,38,female,Twitter,Confusing,4,4,3,4,5,4,4,3,4,3,4,5,5,5,5,3,4
Abul Kalam,44,male,Facebook,Confusing,5,4,4,4,4,3,4,5,4,4,3,3,3,5,4,4,4
Sabina Begum,26,female,Website,Engaging,4,5,3,4,5,5,5,4,4,3,5,4,4,5,5,3,4
Shamsul Haque,47,male,Instagram,Confusing,3,4,5,5,5,4,4,4,4,5,5,3,4,5,3,4,4
Monira Akhter,24,female,Youtube,Adequate,4,5,4,4,5,5,4,4,4,4,5,4,5,5,4,3,4
Shafiqul Islam,21,male,Website,Engaging,3,5,5,5,4,5,4,5,4,4,5,4,4,5,5,4,5
Nasima Begum,65,female,Facebook,User-Friendly,4,5,3,4,5,4,4,3,5,4,5,4,4,4,5,5,5
Abdul Jabbar,24,male,Instagram,Adequate,4,3,4,4,3,4,4,3,4,4,4,4,5,4,5,4,4
Nasrin Sultana,25,female,Twitter,Clear and concise,4,4,4,3,5,5,4,3,5,4,5,3,4,3,4,3,3
Kamrul Islam,72,male,Youtube,Inconsistent Navigation,4,4,3,3,4,4,4,4,4,4,4,4,3,5,4,5,3
Sharmin Akhtar,56,female,Facebook,Adequate,3,5,4,5,5,4,4,4,4,4,3,3,3,4,3,4,5
Shahidul Alam,41,male,Youtube,Inconsistent Navigation,4,4,4,4,4,4,4,4,3,3,4,5,4,5,3,4,5
Shahnaz Begum,19,female,Instagram,Adequate,4,5,5,4,5,4,5,5,4,5,5,4,4,4,4,5,4
Abul Bashar,30,male,Twitter,Inconsistent Navigation,4,3,5,4,5,5,4,3,4,4,4,4,4,5,4,4,4
Nargis Sultana,36,female,Facebook,Adequate,4,5,4,4,4,4,5,4,4,4,3,3,5,3,5,4,4
Jahangir Mia,43,male,Instagram,Efficient,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,3,5
Morjina Akhtar,49,female,Facebook,Efficient,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,5
Imran Khan,46,male,Youtube,Limited Menu Options,4,4,3,5,4,4,4,4,5,4,4,4,3,5,5,4,4
Morium Begum,51,female,Facebook,Inconsistent Navigation,4,4,4,5,3,4,4,3,3,4,5,5,4,5,4,5,3
Lutfur Rahman,72,male,Youtube,Engaging,4,5,3,4,4,5,5,5,5,4,3,5,5,5,5,4,5
Rina Akhter,75,female,Twitter,Well-structured,4,4,5,3,4,5,5,3,4,3,5,4,4,4,4,4,4
Babar Ali,42,male,Website,Well-structured,4,4,4,4,4,4,5,5,3,4,4,4,3,4,5,4,5
Jasmin Sultana,46,female,Facebook,Clear and concise,4,4,4,5,3,5,5,5,4,4,5,4,4,5,4,4,4
Shamim Mia,39,male,Instagram,Intuitive,4,3,3,4,4,4,4,4,3,4,4,4,5,4,4,4,4
Yasmin Akhtar,25,female,Youtube,User-Friendly,5,4,4,4,5,4,4,3,4,3,4,3,5,3,4,4,4
Monirul Islam,67,male,Youtube,Inconsistent Navigation,3,3,4,3,4,5,5,4,4,5,3,4,5,4,4,5,5
Ruhina Begum,32,female,Website,Limited Menu Options,4,3,4,5,4,5,5,3,5,4,4,4,3,3,5,5,5
Hasnat Ali,56,male,Instagram,Well-structured,5,4,4,5,5,3,4,5,4,4,4,4,5,4,5,4,3
Sultana Khanam,46,female,Facebook,Confusing,3,4,4,4,4,4,4,5,4,5,3,4,3,3,5,5,4
Shammi Akhtar,31,male,Facebook,Engaging,5,3,3,5,5,5,4,5,4,3,5,4,4,4,4,5,4
Safiqul Mia,51,female,Youtube,Clear and concise,5,5,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4
Nasrin Akhter,32,male,Youtube,Clear and concise,4,4,4,4,5,5,5,5,4,3,4,4,4,4,4,5,4
Khadiza Begum,27,female,Website,Inconsistent Navigation,3,4,4,4,4,4,4,4,4,3,4,5,4,4,4,5,4
Shanto Mia,26,male,Youtube,Inconsistent Navigation,4,5,4,4,4,3,5,4,5,3,5,3,3,5,5,4,4
Sahida Akhtar,26,female,Facebook,Clear and concise,5,3,4,4,4,5,4,3,4,3,4,5,4,5,4,4,4
Shahina Akhter,37,female,Instagram,Limited Menu Options,3,5,4,4,4,5,3,3,5,4,5,4,5,5,4,4,3
Mozammel Haque,64,male,Website,Well-structured,4,4,4,5,3,5,5,5,3,4,4,4,3,5,5,4,5
Kohinoor Begum,21,female,Twitter,Well-structured,5,4,4,3,5,4,4,4,5,4,5,5,4,4,4,3,3
Rakibul Hasan,74,male,Website,User-Friendly,4,4,4,4,3,4,4,5,3,4,5,5,4,4,4,4,3
Shumi Akhter,51,female,Instagram,Intuitive,3,5,5,4,4,4,4,4,4,5,5,4,3,4,4,4,5
Mahbubul Islam,53,male,Facebook,Limited Menu Options,4,4,4,4,4,4,4,5,4,5,4,3,4,4,5,5,4
Mousumi Begum,35,female,Website,Limited Menu Options,3,3,4,4,5,5,3,5,5,5,5,4,4,3,5,4,4
Ratan Mia,47,male,Website,Well-structured,5,4,4,5,5,5,4,3,4,4,4,4,4,5,5,4,3
Anwarul Haque,42,male,Twitter,Adequate,4,3,4,4,4,4,4,4,4,5,4,3,4,4,4,5,5
Khairun Nahar,40,female,Facebook,Limited Menu Options,4,5,4,4,4,4,4,4,3,4,5,3,4,5,5,4,5
Samsul Islam,67,male,Website,Efficient,3,4,4,4,4,5,4,4,4,4,5,4,3,5,4,4,4
Shampa Akhtar,35,female,Instagram,User-Friendly,5,5,4,5,4,5,5,3,4,4,3,5,4,4,5,4,3
Mizanur Mia,56,male,Instagram,Inconsistent Navigation,5,4,3,5,5,4,5,5,5,3,3,5,4,4,3,4,3
Rokhsana Begum,42,female,Youtube,Clear and concise,4,5,4,4,4,4,4,5,4,4,4,3,3,5,5,3,3
Safayet Khan,62,male,Website,Confusing,5,4,4,4,4,4,5,4,5,5,5,5,5,5,3,4,5
Khadija Begum,36,female,Website,Inconsistent Navigation,4,4,3,4,4,3,5,5,4,4,5,4,5,5,4,4,5
Shila Akhtar,64,female,Twitter,Engaging,4,3,4,4,3,4,5,5,5,5,5,5,4,3,4,5,3
Samiul Haque,28,male,Instagram,Inconsistent Navigation,5,4,5,3,4,4,4,4,4,4,5,4,5,4,4,4,4
Sharifa Akhtar,65,female,Website,Engaging,5,5,3,4,5,4,4,4,5,4,3,5,3,4,5,4,5
Salim Mia,29,male,Twitter,Engaging,4,4,4,4,4,4,5,4,5,4,3,4,4,5,3,4,3
Kamrun Nahar,28,female,Instagram,Well-structured,4,3,4,4,5,4,5,5,5,4,3,4,4,5,4,4,3
Sharmin Sultana,20,female,Youtube,Engaging,4,5,4,4,4,5,5,5,3,3,5,4,5,4,4,4,5
Abdul Malek,49,male,Facebook,Intuitive,5,3,3,4,4,4,4,5,3,5,4,4,4,5,4,5,5
Farzana Akhtar,25,female,Facebook,Confusing,4,4,4,4,3,4,3,3,3,5,5,4,4,5,5,3,4
Nazrul Haque,56,male,Twitter,Engaging,5,5,3,4,4,3,4,4,4,3,4,4,3,5,4,5,4
Jharna Akhter,65,female,Youtube,Confusing,4,4,4,4,5,4,3,5,5,4,4,5,3,4,5,4,4
Mahmud Mia,67,male,Youtube,Inconsistent Navigation,5,4,4,4,4,4,3,4,5,5,4,5,4,5,3,4,3
Monowara Begum,66,female,Youtube,Inconsistent Navigation,3,3,4,4,4,5,4,5,3,4,4,5,4,4,4,5,4
Jahid Hasan,30,male,Facebook,Confusing,5,4,4,4,4,4,4,5,3,5,3,4,3,5,4,4,5
Kohinur Akhtar,55,female,Youtube,Inconsistent Navigation,5,3,4,5,4,3,4,4,5,3,4,4,4,3,4,5,5
Rokon Hasan,62,male,Twitter,Well-structured,3,4,4,4,3,3,4,3,5,5,3,5,3,5,4,4,5
Saima Begum,27,female,Website,Limited Menu Options,4,4,4,4,5,4,5,3,4,4,3,3,4,3,4,5,5
Rakibul Islam,42,male,Instagram,Inconsistent Navigation,5,5,4,4,5,3,4,4,4,4,4,4,4,4,3,4,4
Nasrin Khanam,40,female,Instagram,Intuitive,5,4,5,4,5,5,5,5,5,4,4,3,4,4,4,4,3
Shibli Mia,21,male,Facebook,Confusing,3,5,5,5,4,4,4,5,5,4,4,3,4,4,4,5,3
Shama Akhter,71,female,Instagram,Inconsistent Navigation,3,4,4,5,4,4,4,4,3,4,3,5,5,4,4,4,5
Salina Begum,24,female,Twitter,Inconsistent Navigation,5,5,4,4,4,4,4,4,4,4,4,5,5,3,5,5,4
Tariqul Islam,22,male,Youtube,Intuitive,4,3,4,4,5,5,4,5,4,5,5,4,4,5,5,5,4
Nasima Sultana,45,female,Website,Well-structured,3,4,4,5,5,3,5,4,5,3,5,3,4,5,4,4,3
Abdus Sattar,19,male,Youtube,Confusing,5,4,4,4,5,4,5,5,4,4,4,5,4,4,5,5,3
Sayeda Akhtar,43,female,Youtube,Limited Menu Options,4,4,3,5,4,3,4,5,3,3,5,4,5,4,4,5,4
Faridul Islam,68,male,Twitter,Confusing,5,3,4,3,4,4,5,5,4,4,5,5,3,4,5,5,4
Rina Sultana,34,female,Website,Adequate,5,5,4,5,4,4,4,4,5,4,4,3,5,4,4,5,4
Shamim Uddin,64,male,Instagram,Engaging,5,5,4,4,4,4,5,5,4,4,5,5,5,3,5,3,5
Shanta Akhtar,50,female,Facebook,Adequate,4,5,4,4,5,4,5,4,5,5,4,3,5,4,5,4,5
Shahin Mia,67,male,Twitter,Confusing,4,3,4,4,5,5,5,3,4,5,3,3,3,5,4,4,4
Tahmina Begum,75,female,Facebook,Efficient,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,4,4
Sumon Hasan,45,male,Website,Engaging,3,5,4,4,5,4,4,4,3,3,4,4,4,5,5,5,3
Nasima Akhtar,51,female,Website,Intuitive,4,3,4,5,5,4,5,4,5,4,4,3,4,4,4,4,4
Mahmuda Begum,75,female,Twitter,Intuitive,4,5,4,3,4,5,4,4,4,5,4,4,3,3,5,3,4
Badal Mia,65,male,Website,Clear and concise,5,4,4,5,3,4,5,4,4,4,4,5,5,4,5,3,5
Sultana Akhter,47,female,Instagram,Clear and concise,3,4,4,5,4,5,3,4,4,4,5,4,3,4,4,3,5
Sajedul Haque,65,male,Facebook,Inconsistent Navigation,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3
Khurshida Akhtar,28,female,Instagram,Limited Menu Options,3,4,4,4,4,4,5,4,5,5,4,5,4,3,4,3,3
Jahidul Hasan,66,male,Instagram,Clear and concise,3,4,3,4,3,4,5,5,3,4,3,3,3,3,4,4,5
Nazma Akhtar,76,female,Youtube,Well-structured,3,5,4,4,5,4,5,4,4,5,5,4,5,4,3,3,4
Harun Mia,74,male,Youtube,Clear and concise,5,4,4,4,4,4,3,5,5,5,5,5,4,5,4,4,5
Shahida Sultana,65,female,Twitter,Intuitive,5,5,4,3,4,5,5,5,5,4,4,4,5,5,5,4,5
Sajeda Akhter,73,female,Twitter,Intuitive,4,4,4,5,4,5,4,4,4,4,5,4,4,4,3,4,5
Jahangir Hasan,36,male,Website,Inconsistent Navigation,4,4,4,5,3,5,4,4,5,3,5,4,4,3,3,4,3
Mahmudul Haque,23,male,Youtube,Adequate,4,4,3,5,5,4,4,4,3,5,5,4,5,5,5,4,4
Rokeya Akhtar,52,female,Facebook,Inconsistent Navigation,5,3,4,4,3,3,4,5,5,5,4,3,3,5,5,5,4
Saif Mia,66,male,Youtube,Inconsistent Navigation,4,3,4,4,4,4,4,5,4,5,5,4,4,5,3,4,4
Nusrat Akhter,26,female,Website,Adequate,4,4,4,3,4,4,4,5,3,4,5,5,4,4,4,4,4
Habibur Rahman,71,male,Facebook,Confusing,5,5,4,4,5,4,5,4,4,5,5,4,4,4,5,4,3
Shabnam Begum,32,female,Twitter,Confusing,4,4,4,4,4,4,5,5,3,4,5,4,3,3,4,4,3
Samsul Mia,54,male,Facebook,Clear and concise,5,4,4,4,4,4,4,4,3,4,3,3,5,4,4,5,4
Shirin Akhtar,61,female,Facebook,Limited Menu Options,5,4,4,5,4,4,5,4,4,5,3,4,5,4,5,4,5
Shahana Begum,24,female,Twitter,Limited Menu Options,5,4,4,5,4,4,4,4,5,5,4,4,4,4,3,4,4
Nasir Mia,30,male,Twitter,Adequate,4,5,4,4,4,4,5,3,5,3,4,4,5,4,4,4,4
Selina Akhter,41,female,Instagram,User-Friendly,3,4,4,5,4,4,4,4,4,5,4,5,3,4,3,4,5
Iqbal Ahmed,39,male,Youtube,Confusing,4,5,3,4,4,4,5,3,5,4,5,3,4,4,4,5,4
Jesmin Akhtar,56,female,Facebook,Efficient,4,5,5,4,4,4,3,4,4,5,5,4,4,4,4,4,5
Sumi Begum,75,female,Twitter,Intuitive,5,4,5,3,5,4,5,5,4,4,5,4,4,5,4,5,4
Imtiaz Ahmed,29,male,Facebook,Well-structured,3,4,4,4,4,4,5,5,4,5,5,3,5,4,3,5,4
Rozina Sultana,50,female,Website,Inconsistent Navigation,5,3,4,4,3,4,5,4,3,4,4,4,4,5,3,5,3
Abdul Rahman,57,male,Youtube,Engaging,3,5,4,3,4,4,4,3,3,3,4,4,4,3,5,5,3
Nargis Akhtar,61,female,Website,Well-structured,3,4,3,3,5,5,4,4,4,5,5,4,5,4,4,4,4
Nasim Ahmed,74,male,Facebook,Engaging,4,3,4,3,4,4,5,3,3,5,5,5,5,4,4,5,4
Khadija Akhter,72,female,Website,Efficient,5,5,4,5,4,4,4,3,3,4,3,4,4,4,3,4,4
Mohiuddin Mia,35,male,Youtube,Efficient,3,3,4,3,5,5,4,4,3,4,4,5,4,5,5,5,4
Laila Akhtar,39,female,Twitter,Confusing,5,3,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4
